elevator,rooms,address,price,size
,3 ,"Trilocale in via torquato tasso, 14, Rondinella-Baraggia-Restellone, Sesto San Giovanni",850,85 
 con ascensore,3 ,"Trilocale in corso di porta romana, Tribunale, Milano",2.000,100 
,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.400,107 
 senza ascensore,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.000,104 
 senza ascensore,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.300,142 
 senza ascensore,2 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",700,89 
 senza ascensore,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.000,106 
 senza ascensore,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.400,127 
 senza ascensore,3 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",1.100,92 
 senza ascensore,2 ,"Appartamento su due piani in via Venino, 21, Settimo Milanese",700,95 
 con ascensore,3 ,"Trilocale in via nervesa, s.n.c, Brenta, Milano",1.700,100 
 con ascensore,2 ,"Attico in via gabrio serbelloni, s.n.c, Palestro, Milano",2.080,80 
 con ascensore,4 ,"Quadrilocale in via Cernaia, s.n.c, Moscova-Repubblica, Milano",3.250,150 
 con ascensore,3 ,"Trilocale in via Vincenzo Bellini, s.n.c, Palestro, Milano",3.333,140 
 senza ascensore,3 ,"Trilocale in piazza aspromonte, Romagna, Milano",1.000,100 
 con ascensore,2 ,"Bilocale in via felice casati, Centrale, Milano",1.084,55 
 con ascensore,4 ,"Quadrilocale in via fausto melotti, s.n.c, Rogoredo-Santa Giulia, Milano",1.500,140 
 con ascensore,3 ,"Trilocale in koristka, 17, Sempione, Milano",1.350,95 
 con ascensore,3 ,"Trilocale in via compagnoni, Indipendenza-Regina Giovanna, Milano",1.350,96 
,3 ,"Trilocale in via marco de marchi, 5, Moscova-Repubblica, Milano",2.500,95 
 con ascensore,3 ,"Trilocale in via balilla, Bligny-Toscana, Milano",1.700,92 
 con ascensore,2 ,"Bilocale in via espinasse, Varesina-Testori, Milano",550,65 
 con ascensore,2 ,"Bilocale in via santa rita da cascia, Naviglio Grande-Barona, Milano",650,80 
 con ascensore,3 ,"Attico in via del torchio, s.n.c, Zona Sant`Ambrogio-Università Cattolica, Milano",2.190,120 
 con ascensore,2 ,"Bilocale in via gian maria bicetti de' buttinoni, 3, Varesina-Testori, Milano",750,40 
,4 ,"Villa in non specificato, s.n.c, Lacchiarella",1.200,162 
 con ascensore,2 ,"Bilocale in via privata san mansueto, Bligny-Toscana, Milano",630,25 
 con ascensore,4 ,"Quadrilocale in via odoardo tabacchi, Bligny-Toscana, Milano",1.500,135 
 con ascensore,3 ,"Trilocale in foro buonaparte, Duomo-Castello, Milano",2.400,130 
 con ascensore,10 ,"Appartamento in via carlo poerio, Indipendenza-Regina Giovanna, Milano",3.750,235 
,2 ,"Bilocale in via salasco, Bligny-Toscana, Milano",800,35 
 con ascensore,2 ,"Bilocale in via privata san mansueto, Bligny-Toscana, Milano",1.250,70 
 con ascensore,,"Monolocale in piazza pompeo castelli, Varesina-Testori, Milano",550,40 
 con ascensore,4 ,"Quadrilocale in via morigi, Zona Sant`Ambrogio-Università Cattolica, Milano",3.333,220 
 con ascensore,6 ,"Appartamento in via quadronno, 4, Mercalli-Quadronno, Milano",3.500,200 
 con ascensore,3 ,"Trilocale in via tonale, 9, Centrale, Milano",1.100,85 
,16 ,"Villa in via del rovere, 7, Villaggio Ambrosiano, Segrate",4.500,300 
 con ascensore,2 ,"Bilocale in corso concordia, Indipendenza-Regina Giovanna, Milano",1.600,80 
 senza ascensore,2 ,"Bilocale in via luigi giuseppe faravelli, Portello-Tre Torri, Milano",547,53 
 con ascensore,4 ,"Quadrilocale in via fatebenefratelli, Brera-Montenapoleone, Milano",2.500,145 
 con ascensore,2 ,"Bilocale in via piero della francesca, Sempione, Milano",1.000,80 
,10 ,"Villa in via bergamo, Cusago",1.800,295 
 con ascensore,6 ,"Appartamento in donizzetti, Palestro, Milano",3.250,180 
 con ascensore,6 ,"Appartamento in via gerolamo borgazzi, Mercalli-Quadronno, Milano",3.500,210 
 con ascensore,4 ,"Quadrilocale in via certosa, Varesina-Testori, Milano",1.200,90 
 con ascensore,,"Monolocale in via Sant'Orsola, Zona Sant`Ambrogio-Università Cattolica, Milano",1.000,30 
 senza ascensore,3 ,"Trilocale in via catullo, Accursio, Milano",1.100,90 
 con ascensore,3 ,"Trilocale in via gerolamo borgazzi, Mercalli-Quadronno, Milano",1.584,120 
 con ascensore,2 ,"Bilocale in piazza carlo amati, Bande Nere, Milano",577,45 
 con ascensore,2 ,"Bilocale in piazza carlo amati, Bande Nere, Milano",607,45 
 con ascensore,2 ,"Bilocale in via compagnoni, Indipendenza-Regina Giovanna, Milano",1.200,85 
,5 ,"Appartamento su due piani in via antonio sant'elia, 8, San Siro, Milano",1.700,175 
 con ascensore,2 ,"Bilocale in via compagnoni, Indipendenza-Regina Giovanna, Milano",1.400,70 
 con ascensore,5 ,"Appartamento su due piani in via Antonio Sant Elia, 8, San Siro, Milano",1.700,160 
 con ascensore,5 ,"Appartamento in via Borgazzi, Mercalli-Quadronno, Milano",2.500,170 
 senza ascensore,4 ,"Quadrilocale in corso lodi, 80, Brenta, Milano",1.350,100 
 con ascensore,2 ,"Bilocale in piazza Carlo Amati, San Siro, Milano",650,50 
 con ascensore,5 ,"Appartamento in Foro Bonaparte, Duomo-Castello, Milano",3.500,170 
 con ascensore,7 ,"Attico in via Gustavo Modena, Indipendenza-Regina Giovanna, Milano",5.666,310 
,2 ,"Bilocale in via ligabue, 18, Sedriano",700,70 
,6 ,"Casa indipendente in via ligabue, 18, Sedriano",1.300,150 
,2 ,"Bilocale in via ligabue, 18, Sedriano",700,70 
,2 ,"Bilocale in via nino bixio, 9, Vittuone",400,60 
 con ascensore,3 ,"Trilocale in via alessandro visconti d'aragona, s.n.c, Città Studi, Milano",1.100,85 
 con ascensore,2 ,"Bilocale in via antonio stoppani, s.n.c, Abruzzi, Milano",800,50 
 senza ascensore,4 ,"Quadrilocale in via carlo valvassori peroni, 49, Città Studi, Milano",1.150,98 
,3 ,"Trilocale in via pasubio, 9, Arluno",500,75 
 ,3 ,"Trilocale in via pasubio, 9, Arluno",500,75 
 ,2 ,"Bilocale in via speronari, 8, Duomo-Castello, Milano",1.500,40 
 senza ascensore,4 ,"Quadrilocale in via nava francesco, 17, Istria, Milano",1.600,138 
 con ascensore,2 ,"Bilocale in via antonio bazzini, 3, Teodosio-Porpora, Milano",920,65 
 con ascensore,2 ,"Bilocale in via mario pieri, 2, Crescenzago, Milano",640,55 
 con ascensore,3 ,"Trilocale in via compagnoni, Indipendenza-Regina Giovanna, Milano",1.200,95 
 con ascensore,3 ,"Trilocale in via raffaele parravicini, Greco-Villaggio dei Giornalisti, Milano",934,80 
,5 ,"Appartamento in via magreglio, Accursio, Milano",1.000,170 
 con ascensore,,"Monolocale in via privata san mansueto, 3, Bligny-Toscana, Milano",520,25 
 con ascensore,2 ,"Bilocale in san gregorio, s.n.c, Centrale, Milano",1.200,70 
 senza ascensore,2 ,"Bilocale in corso buenos aires, 58, Abruzzi, Milano",1.000,60 
 con ascensore,5 ,"Appartamento in via pinerolo, 72, San Siro, Milano",2.200,230 
,2 ,"Bilocale in via marta navarra bernstein, 4, Baggio, Milano",700,50 
 con ascensore,2 ,"Bilocale in via romagna, 11, Crocetta-Parco Nord, Cinisello Balsamo",760,70 
 con ascensore,,"Monolocale in via umbria, 66, Martini-Cuoco, Milano",650,40 
 con ascensore,3 ,"Trilocale in via salvio giuliano, 4, San Vittore-Washington, Milano",916,70 
 con ascensore,5 ,"Appartamento in via san damiano, s.n.c, Palestro, Milano",3.100,170 
 con ascensore,4 ,"Attico in via carlo crivelli, s.n.c, Mercalli-Quadronno, Milano",3.583,170 
,,"Monolocale in corso garibaldi, s.n.c, Moscova-Repubblica, Milano",900,35 
 con ascensore,4 ,"Quadrilocale in via mauro macchi, 27, Centrale, Milano",1.500,120 
 con ascensore,2 ,"Bilocale in via grigna, 13, Varesina-Testori, Milano",500,42 
 con ascensore,3 ,"Trilocale in via solferino, 11, Moscova-Repubblica, Milano",2.500,125 
 con ascensore,4 ,"Quadrilocale in corso di porta nuova, 48, Moscova-Repubblica, Milano",1.730,115 
 con ascensore,3 ,"Trilocale in via palermo, 5, Moscova-Repubblica, Milano",1.208,95 
 con ascensore,,"Monolocale in via fulvio testi, 182, Bicocca, Milano",550,40 
 con ascensore,3 ,"Trilocale in piazza san marco, s.n.c, Brera-Montenapoleone, Milano",2.000,115 
 con ascensore,4 ,"Attico in foro buonaparte, s.n.c, Duomo-Castello, Milano",3.000,190 
,6 ,Villetta a schiera a Bernate Ticino,1.100,280 
 con ascensore,4 ,"Attico in piazza 5 giornate, s.n.c, Cinque Giornate-Montenero-Libia, Milano",2.900,210 
 con ascensore,3 ,"Trilocale in XXV Aprile, 7, Garibaldi-Isola, Milano",2.200,100 
 con ascensore,,"Monolocale in via lunigiana, 15, Greco-Villaggio dei Giornalisti, Milano",780,40 
,2 ,"Bilocale in via premuda, 22, Indipendenza-Regina Giovanna, Milano",1.200,65 
 senza ascensore,2 ,"Bilocale in via privata vincenzo gianferrari, s.n.c, Istria, Milano",800,60 
 ,3 ,"Trilocale in via nicola antonio porpora, 150, Teodosio-Porpora, Milano",800,80 
 con ascensore,3 ,"Attico in via zamenhof, Bligny-Toscana, Milano",1.700,95 
 con ascensore,3 ,"Trilocale in via privata maria teresa, s.n.c, Zona Sant`Ambrogio-Università Cattolica, Milano",3.666,150 
 con ascensore,5 ,"Appartamento in via privata maria teresa, s.n.c, Zona Sant`Ambrogio-Università Cattolica, Milano",3.666,166 
,,"Monolocale in via ilarione rancati, Gorla, Milano",1.300,35 
 ,4 ,"Attico in via lomeni, 8, Magenta",500,125 
 con ascensore,2 ,"Bilocale in via augusto anfossi, 2, Cinque Giornate-Montenero-Libia, Milano",1.500,85 
 con ascensore,3 ,"Trilocale in corso venezia, s.n.c, Palestro, Milano",2.330,100 
 con ascensore,2 ,"Bilocale in via carlo botta, Cinque Giornate-Montenero-Libia, Milano",1.200,58 
 con ascensore,3 ,"Trilocale in via vincenzo bellini, 1, Palestro, Milano",2.000,130 
 con ascensore,2 ,"Bilocale in via paolo bassi, 15, Istria, Milano",750,70 
 con ascensore,2 ,"Bilocale in via savona, 67, Solari-Savona-Tortona, Milano",720,50 
 con ascensore,3 ,"Trilocale in via brenta, s.n.c, Brenta, Milano",900,85 
 con ascensore,5 ,"Appartamento in via privata maria teresa, Zona Sant`Ambrogio-Università Cattolica, Milano",4.100,180 
 senza ascensore,,"Monolocale in via vigilio inama, s.n.c, Città Studi, Milano",450,25 
 con ascensore,2 ,"Bilocale in via maurizio quadrio, s.n.c, Garibaldi-Isola, Milano",1.500,75 
 con ascensore,4 ,"Quadrilocale in via pietro gobetti, 41, Garbagnate Milanese",700,105 
 con ascensore,3 ,"Trilocale in via pietro gobetti, 41, Garbagnate Milanese",600,86 
 con ascensore,2 ,"Bilocale in via Antonio Panizzi, s.n.c, Soderini, Milano",730,65 
 senza ascensore,3 ,"Trilocale in via iv novembre, s.n.c, Garbagnate Milanese",1.000,120 
 con ascensore,2 ,"Bilocale in via magenta, 16, Melzo",450,70 
 con ascensore,2 ,"Bilocale in corso xxii marzo, 4, Cinque Giornate-Montenero-Libia, Milano",1.050,70 
 senza ascensore,3 ,"Appartamento su due piani in colonne di san lorenzo, s.n.c, Navigli-Porta Genova, Milano",1.600,94 
 con ascensore,6 ,"Appartamento in crocefisso, 25, Vetra-Missori, Milano",2.750,180 
 senza ascensore,2 ,"Bilocale in Monte Sabotino, 66, Sesto Marelli, Sesto San Giovanni",650,55 
 con ascensore,2 ,"Bilocale in via vivaio, s.n.c, Palestro, Milano",2.900,125 
 con ascensore,5 ,"Appartamento in via della guastalla, s.n.c, Tribunale, Milano",3.500,225 
 con ascensore,2 ,"Bilocale in via Panizzi, 6, Soderini, Milano",730,65 
 con ascensore,2 ,"Bilocale in via pordenone, Udine, Milano",1.050,70 
 con ascensore,2 ,"Bilocale in via cesare balbo, Bligny-Toscana, Milano",1.050,50 
 senza ascensore,3 ,"Appartamento su due piani in via giuseppe garibaldi, 86, Garbagnate Milanese",750,169 
 con ascensore,6 ,"Appartamento in via monte napoleone, Brera-Montenapoleone, Milano",7.500,300 
 con ascensore,5 ,"Appartamento in via circo, Zona Sant`Ambrogio-Università Cattolica, Milano",3.300,160 
 con ascensore,2 ,"Bilocale in via plinio, Abruzzi, Milano",1.200,60 
 con ascensore,3 ,"Trilocale in via venti settembre, Ariosto-Magenta, Milano",1.750,100 
 con ascensore,2 ,"Bilocale in via gaetano de castillia, Garibaldi-Isola, Milano",2.500,75 
 senza ascensore,3 ,"Trilocale in via niccolò machiavelli, Ariosto-Magenta, Milano",1.300,58 
 ,2 ,"Bilocale in via emilio broglio, 6, Bovisa, Milano",720,50 
 con ascensore,2 ,"Bilocale in via alberto da giussano, Ariosto-Magenta, Milano",2.050,100 
 con ascensore,,"Monolocale in via san calocero, Navigli-Porta Genova, Milano",800,39 
 con ascensore,2 ,"Bilocale in via san calocero, Navigli-Porta Genova, Milano",1.200,60 
 con ascensore,2 ,"Bilocale in via amedei, Vetra-Missori, Milano",1.800,88 
 con ascensore,2 ,"Bilocale in via francesco brioschi, Cermenate-Meda, Milano",900,55 
 con ascensore,2 ,"Bilocale in via paolo sarpi, Cenisio-Sarpi, Milano",1.100,62 
 con ascensore,4 ,"Quadrilocale in via goffredo mameli, 4, Indipendenza-Regina Giovanna, Milano",2.000,130 
 con ascensore,,"Monolocale in via giuseppe biancardi, 6, Fiera, Milano",575,30 
 con ascensore,3 ,"Trilocale in via valtellina, Garibaldi-Isola, Milano",1.250,90 
 senza ascensore,3 ,"Trilocale in via belfiore, Ariosto-Magenta, Milano",1.250,107 
 con ascensore,4 ,"Attico in foro buonaparte, s.n.c, Duomo-Castello, Milano",3.333,185 
 con ascensore,2 ,"Bilocale in via buonarroti, Ariosto-Magenta, Milano",875,65 
,2 ,"Bilocale in via paolo mantegazza, 5, Varesina-Testori, Milano",630,50 
 con ascensore,2 ,"Bilocale in via podgora, s.n.c, Tribunale, Milano",1.200,75 
 con ascensore,5 ,"Appartamento in via san vittore, s.n.c, San Vittore-Washington, Milano",1.950,120 
 con ascensore,3 ,"Trilocale in via crocefisso, Vetra-Missori, Milano",2.250,130 
 con ascensore,3 ,"Trilocale in largo volontari del sangue, 10, San Donato Milanese",1.100,120 
 con ascensore,2 ,"Bilocale in corso lodi, 65, Brenta, Milano",1.100,74 
 ,3 ,Trilocale a San Colombano al Lambro,450,95 
 ,2 ,Bilocale a San Colombano al Lambro,430,65 
 con ascensore,2 ,"Bilocale in via senofonte, 2, Portello-Tre Torri, Milano",2.167,120 
 con ascensore,2 ,"Bilocale in via tolentino, 1, Govone, Milano",1.000,75 
 ,3 ,"Trilocale in via raffaello sanzio, 13, Trezzano Rosa",590,80 
 senza ascensore,2 ,"Bilocale in via vignola, s.n.c, Bligny-Toscana, Milano",1.050,65 
 con ascensore,7 ,"Appartamento in via francesco primaticcio, s.n.c, Soderini, Milano",2.900,180 
,3 ,"Trilocale in via privata residenza poggio, Milano Due, Segrate",686,103 
,3 ,"Trilocale in via enrico forlanini, 1, Parco Forlanini, Milano",900,90 
 con ascensore,4 ,"Quadrilocale in via vincenzo monti, Ariosto-Magenta, Milano",3.500,200 
 con ascensore,,"Monolocale in via antonio stoppani, s.n.c, Abruzzi, Milano",1.000,45 
 con ascensore,4 ,"Quadrilocale in via guido d'arezzo, Ariosto-Magenta, Milano",2.500,120 
 con ascensore,6 ,"Appartamento su due piani in via del lauro, 12, Duomo-Castello, Milano",8.000,300 
,3 ,"Trilocale in via vincenzo monti, 57, Ariosto-Magenta, Milano",2.400,110 
 con ascensore,2 ,"Bilocale in corso magenta, Zona Sant`Ambrogio-Università Cattolica, Milano",1.250,61 
 con ascensore,3 ,"Trilocale in via antonio kramer, 22, Indipendenza-Regina Giovanna, Milano",1.550,100 
,7 ,"Villa in tolstoy, 29, San Giuliano Milanese",4.000,400 
 con ascensore,2 ,"Bilocale in via giacomo leopardi, Ariosto-Magenta, Milano",2.000,87 
 con ascensore,2 ,"Bilocale in via giacomo leopardi, Ariosto-Magenta, Milano",1.750,74 
 con ascensore,2 ,"Bilocale in via alberto da giussano, Ariosto-Magenta, Milano",2.416,80 
 con ascensore,5 ,"Appartamento in via alberto da giussano, Ariosto-Magenta, Milano",5.835,230 
 senza ascensore,2 ,"Bilocale in via privata giovanni battista prandina, 25, Crescenzago, Milano",500,65 
 con ascensore,3 ,"Trilocale in via giacomo leopardi, Ariosto-Magenta, Milano",2.333,100 
 con ascensore,4 ,"Quadrilocale in via degli odescalchi, San Siro, Milano",1.700,155 
 con ascensore,10 ,"Appartamento in via giovanni mayr, s.n.c, Palestro, Milano",5.500,350 
 con ascensore,5 ,"Appartamento in corso italia, s.n.c, Vetra-Missori, Milano",2.650,170 
 con ascensore,3 ,"Trilocale in via Cosimo del Fante, Mercalli-Quadronno, Milano",2.500,110 
 con ascensore,5 ,"Appartamento in via Giovanni Boccaccio, s.n.c, Ariosto-Magenta, Milano",5.500,190 
 con ascensore,2 ,"Bilocale in via beato angelico, 21, Città Studi, Milano",700,55 
 con ascensore,3 ,"Trilocale in via edoardo bassini, 42, Città Studi, Milano",1.000,66 
 senza ascensore,2 ,"Bilocale in via casella, 37, Accursio, Milano",900,70 
 senza ascensore,2 ,"Bilocale in via carlo farini, 60, Garibaldi-Isola, Milano",650,65 
 con ascensore,,"Monolocale in via misericordia, 13, Abbiategrasso",550,55 
 con ascensore,3 ,"Trilocale in via monte rosa, s.n.c, Fiera, Milano",1.500,80 
 con ascensore,3 ,"Trilocale in via privata maria teresa, Zona Sant`Ambrogio-Università Cattolica, Milano",3.600,150 
 con ascensore,3 ,"Trilocale in via festa del perdono, Vittorio Emanuele-Augusto, Milano",1.800,112 
 con ascensore,5 ,"Appartamento in via della spiga, Brera-Montenapoleone, Milano",3.750,180 
,12 ,"Villa in via piave, 12, Trezzano sul Naviglio",5.000,450 
,7 ,"Casa indipendente in via vesio, s.n.c, Montestella, Milano",2.700,266 
,2 ,"Bilocale in via abruzzi, s.n.c, Romagna, Milano",950,55 
 con ascensore,2 ,"Bilocale in via andrea maria ampère, Teodosio-Porpora, Milano",730,45 
 senza ascensore,2 ,"Bilocale in via carlo forlanini, Città Studi, Milano",820,50 
 con ascensore,3 ,"Trilocale in via Carlo Troya, 7, Solari-Savona-Tortona, Milano",1.200,79 
 con ascensore,6 ,"Appartamento in piazza arnoldo mondadori, Mercalli-Quadronno, Milano",8.000,500 
 con ascensore,3 ,"Trilocale in via cristoforo colombo, Basiglio",1.200,125 
 con ascensore,8 ,"Appartamento in via vincenzo foppa, 4, San Vittore-Washington, Milano",3.750,227 
 con ascensore,5 ,"Appartamento in piazza arnoldo mondadori, Mercalli-Quadronno, Milano",5.700,220 
 con ascensore,3 ,"Trilocale in palestro, Palestro, Milano",3.300,115 
 con ascensore,2 ,"Bilocale in via giovanni berchet, 1, San Magno-Sant'Ambrogio, Legnano",600,55 
 con ascensore,3 ,"Trilocale in via donatello, 2, Trezzano sul Naviglio",1.000,167 
 senza ascensore,2 ,"Bilocale in via toce, 9, Garibaldi-Isola, Milano",780,51 
 con ascensore,3 ,"Trilocale in via gino severini, s.n.c, Rogoredo-Santa Giulia, Milano",1.050,100 
 con ascensore,3 ,"Trilocale in via Principe Eugenio, Govone, Milano",1.200,105 
 con ascensore,2 ,"Bilocale in via Principe Eugenio, Govone, Milano",920,90 
 con ascensore,3 ,"Attico in via giovanni scheiwiller, Brenta, Milano",1.300,110 
 con ascensore,3 ,"Trilocale in via arezzo, 9, Bicocca, Milano",1.050,105 
 con ascensore,4 ,"Quadrilocale in via San Vittore, s.n.c, San Vittore-Washington, Milano",2.500,190 
 con ascensore,4 ,"Quadrilocale in via San Vittore, 7, San Vittore-Washington, Milano",3.050,180 
 con ascensore,3 ,"Trilocale in via desiderio da settignano, Fiera, Milano",1.200,90 
 con ascensore,2 ,"Attico in via gabrio serbelloni, Palestro, Milano",1.834,80 
 con ascensore,3 ,"Trilocale in via del futurismo, s.n.c, Rogoredo-Santa Giulia, Milano",1.300,100 
,2 ,"Bilocale in via oderzo, San Siro, Milano",700,55 
 con ascensore,4 ,"Quadrilocale in via mecenate, 76, Mecenate, Milano",3.000,400 
 con ascensore,3 ,"Trilocale in via francesco petrarca, Ariosto-Magenta, Milano",2.790,120 
 con ascensore,4 ,"Quadrilocale in piazzale principessa clotilde, Moscova-Repubblica, Milano",3.100,195 
,2 ,"Appartamento su due piani in via monviso, Cenisio-Sarpi, Milano",1.000,60 
 con ascensore,2 ,"Bilocale in via malachia marchesi de taddei, San Vittore-Washington, Milano",630,45 
,3 ,"Trilocale in via martiri di cefalonia, San Donato Milanese",1.000,85 
,2 ,"Bilocale in Argonne-Corsica, Milano",1.300,100 
 con ascensore,3 ,"Trilocale in corso xxii marzo, Indipendenza-Regina Giovanna, Milano",1.400,100 
 senza ascensore,2 ,"Bilocale in via Cicco Simonetta, Navigli-Porta Genova, Milano",700,50 
