size,elevator,address,rooms,price
50 ,,"Bilocale in via bardolino, 30, Boffalora-Torretta, Milano",2 ,110.000
140 ,,"Quadrilocale in via Giacomo Matteotti, 23, Rozzano",4 ,350.000
200 ,,"Monolocale in via cosenza, 6, Martini-Cuoco, Milano",,490.000
110 , con ascensore,"Appartamento su due piani in via Manzoni, 12, San Zenone al Lambro",3 ,160.000
125 , senza ascensore,"Appartamento in via Antonio Oroboni, 13, Comasina-Bruzzano, Milano",5 ,299.000
55 , senza ascensore,"Bilocale in via dei Caduti, 3, Pero",2 ,115.000
154 , con ascensore,"Appartamento in via Carnia, 33, Udine, Milano",5 ,480.000
50 ,,"Bilocale in via Cardinal Ferrari, 1, Cassina de' Pecchi",2 ,145.000
38 , senza ascensore,"Monolocale in via Matteo Maria Boiardo, 20, Gorla, Milano",,68.000
33 ,,"Monolocale in piazza Monti Giaosia, 6, Quinto Romano, Milano",,52.000
125 , con ascensore,"Quadrilocale in via Francesco Caracciolo, 62, Govone, Milano",4 ,420.000
50 , senza ascensore,"Bilocale in via Paolo Sarpi, 25, Cenisio-Sarpi, Milano",2 ,190.000
60 , con ascensore,"Bilocale in via Capuana Luigi, 21, San Carlo-San Paolo-Stellanda, Rho",2 ,160.000
120 , con ascensore,"Appartamento su due piani in via San Giusto, 37, San Siro, Milano",4 ,350.000
90 ,,"Trilocale in via privata Dolfin, 4, Govone, Milano",3 ,275.000
125 , con ascensore,"Appartamento in via Guido de Ruggiero, 67, Gratosoglio, Milano",5 ,285.000
60 , con ascensore,"Attico in via Gorizia, 7, Baranzate",3 ,124.000
55 , con ascensore,"Bilocale in via Piero Dell'Acqua, 2, San Vittore Olona",2 ,115.000
75 , con ascensore,"Bilocale in via dei Pini, 7, Pieve Emanuele",2 ,120.000
70 , senza ascensore,"Bilocale in via Pirandello 7, 7, Pozzuolo Martesana",2 ,135.000
47 ,,"Monolocale in via Paolo VI 5, 5, Abbiategrasso",,70.000
180 , con ascensore,"Appartamento su due piani in via Marino, 49, Paullo",4 ,260.000
28 , con ascensore,"Monolocale in via Momigliano Attilio, 2, Chiesa Rossa, Milano",,90.000
75 ,,"Bilocale in via Mastronardi Lucio, 1, Olmi-Muggiano, Milano",2 ,170.000
70 ,,"Appartamento su due piani in via San Francesco, 5, Arluno",2 ,99.000
100 , con ascensore,"Trilocale in via Cooperazione, 81, Rozzano",3 ,275.000
57 , con ascensore,"Bilocale in via privata Antonio de Marchi Gherini, 22, Crescenzago, Milano",2 ,145.000
60 ,,"Appartamento su due piani in via Magenta, 11, Vaprio d'Adda",2 ,54.000
95 , con ascensore,"Trilocale in via per Cesate N. 100, 100, Garbagnate Milanese",3 ,145.000
90 , con ascensore,"Trilocale in via Manzoni, 15, Trezzano sul Naviglio",3 ,140.000
124 , con ascensore,"Attico in via Giacomo Matteotti, 9, Gessate",3 ,205.000
62 , con ascensore,"Bilocale in via Roma, 1, Garbagnate Milanese",2 ,115.000
68 , con ascensore,"Bilocale in via Claudio Treves, 3, Vittuone",2 ,110.000
50 ,,"Bilocale in via Freiköfel, 19, Rogoredo-Santa Giulia, Milano",2 ,82.000
170 , senza ascensore,"Appartamento in via Cassanese, 187, Villaggio Ambrosiano, Segrate",5 ,350.000
150 ,,"Villetta a schiera in via Dell'Ontano, 5, Rodano",3 ,235.000
76 , con ascensore,"Trilocale in via Stradivari, 1, Solaro",3 ,165.000
110 , con ascensore,"Trilocale in via Giorgio Bizet, 7, Pioltello",3 ,155.000
40 , con ascensore,"Monolocale in via Marochetti Carlo, 12, Corvetto, Milano",,99.000
110 ,,"Quadrilocale in via Michelangelo Buonarroti, 10, Pioltello",4 ,240.000
58 , con ascensore,"Bilocale in via parabiago, 13, Casorezzo",2 ,105.000
60 , con ascensore,"Bilocale in via monte ceneri, 26, Varesina-Testori, Milano",2 ,110.000
136 , con ascensore,"Trilocale in via pompeo cambiasi, 8, Teodosio-Porpora, Milano",3 ,285.000
60 , senza ascensore,"Bilocale in via giuseppe verdi, 18, San Giuliano Milanese",2 ,70.000
90 ,,"Monolocale in via tolmezzo, 7, Udine, Milano",,180.000
50 ,,"Monolocale in via Rugacesio, 18, Pioltello",,110.000
150 , senza ascensore,"Appartamento in via Monteverdi, 4, Cologno Monzese",5 ,265.000
100 , con ascensore,"Trilocale in via Enrico Fermi, 6, Boffalora Sopra Ticino",3 ,85.000
80 , senza ascensore,"Trilocale in via Armando Diaz, 6, Cesano Boscone",3 ,165.000
145 , con ascensore,"Quadrilocale in via Angelo Michele Grancini, 4, Ariosto-Magenta, Milano",4 ,838.000
90 , con ascensore,"Attico in via Paolo Sarpi, 23, Cenisio-Sarpi, Milano",3 ,375.000
67 , con ascensore,"Bilocale in via Zanella, 6, Truccazzano",2 ,94.000
130 , con ascensore,"Appartamento in via Fratelli di Dio, 254, Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",5 ,180.000
63 , con ascensore,"Bilocale in via alberelle, 53, Rozzano",2 ,155.000
80 , con ascensore,"Trilocale in via G. Pascoli, 41, Busto Garolfo",3 ,109.000
300 ,,"Villetta a schiera in via Dante Alighieri, 44, Cesate",6 ,330.000
99 ,,"Trilocale in via Sant'Isidoro, 1, Vimodrone",3 ,400.000
40 , con ascensore,"Monolocale in via Achille Grandi, 39, Crocetta-Parco Nord, Cinisello Balsamo",,69.000
115 , con ascensore,"Attico in via mantova, 4, Bligny-Toscana, Milano",2 ,640.000
80 , senza ascensore,"Trilocale in piazza comunale, 20, Pantigliate",3 ,85.000
65 , con ascensore,"Bilocale in via repubblica, 49, Cesano Boscone",2 ,137.000
70 , con ascensore,"Bilocale in via volturno, 45, San Giuliano Milanese",2 ,160.000
300 ,,"Casale/cascina in via Cascina Borgo Nuovo, 1, Mediglia",6 ,597.000
70 , con ascensore,"Monolocale in via Giacomo Matteotti, 5, Carpiano",,140.000
35 ,,"Monolocale in via Alzaia Martesana, 40, Gorgonzola",,80.000
70 ,,"Bilocale in via Gandhi, 3, Segrate",2 ,250.000
240 ,,"Villetta a schiera in via Sandro Botticelli, 7, Mediglia",5 ,240.000
90 , senza ascensore,"Trilocale in via Padova, 34, Passirana-Biringhello, Rho",3 ,135.000
70 ,,"Trilocale in via Tommaso Grossi, 27, Busto Garolfo",3 ,63.000
53 , senza ascensore,"Bilocale in via Volta 15, 15, Arluno",2 ,98.000
103 , con ascensore,"Trilocale in via Angelo Michele Grancini, 4, Ariosto-Magenta, Milano",3 ,650.000
30 , con ascensore,"Monolocale in via Paul Valery, 3, Naviglio Grande-Barona, Milano",,108.000
146 , senza ascensore,"Appartamento su due piani in via Guido Rossa, 69, San Donato Milanese",3 ,360.000
70 ,,"Bilocale in viale Mazzini, 47, Abbiategrasso",2 ,140.000
800 ,,"Casa indipendente in via 4 Novembre, 42, Besate",9 ,500.000
57 , con ascensore,"Bilocale in via Raffaello Sanzio, 19, San Giuliano Milanese",2 ,130.000
115 , con ascensore,"Trilocale in via Leon Battista Alberti, 8, Cinisello, Cinisello Balsamo",3 ,255.000
50 ,,"Bilocale in via Giacomo Watt, 13, Naviglio Grande-Barona, Milano",2 ,220.000
40 , senza ascensore,"Monolocale in via Giuseppe Verdi, 3, Cesate",,75.000
60 , senza ascensore,"Bilocale in via del Santuario, 1, Pioltello",2 ,100.000
200 ,,"Casa indipendente in via Silvio Pellico, 37, Abbiategrasso",5 ,499.000
55 , con ascensore,"Bilocale in via Ticinello, s.n.c, Motta Visconti",2 ,139.000
35 ,,"Monolocale in via Marconi, 51, Vaprio d'Adda",,63.000
106 , con ascensore,"Trilocale in piazza San Lorenzo, 53, Trezzano sul Naviglio",3 ,145.000
45 ,,"Monolocale in via Levi, 16, Centro, Sesto San Giovanni",,82.000
55 , con ascensore,"Bilocale in via Arcivescovo Romilli, 14, Ortles, Milano",2 ,100.000
65 , senza ascensore,"Attico in via Vecchia Comasina, 2, Cesate",2 ,198.000
72 , senza ascensore,"Bilocale in via Giuseppe Garibaldi, 23, Cinisello, Cinisello Balsamo",2 ,119.000
65 , con ascensore,"Bilocale in via Fulvio Testi, 3, Crocetta-Parco Nord, Cinisello Balsamo",2 ,126.000
98 ,,"Trilocale in via Olona, 2, Rescaldina",3 ,160.000
46 ,,"Bilocale in via Buccari, 1, Parabiago",2 ,103.000
70 ,,"Trilocale in vicolo Solferino, 26, Castano Primo",3 ,115.000
100 , con ascensore,"Trilocale in via Monza, 6, Pioltello",3 ,210.000
50 , senza ascensore,"Bilocale in via Della Resistenza, 24, San Giuliano Milanese",2 ,95.000
200 ,,"Villetta a schiera in via Roma, 126, Pioltello",4 ,490.000
120 ,,"Monolocale in strada Padana Superiore, 13, Cernusco sul Naviglio",,250.000
70 , senza ascensore,"Bilocale in via Samuele Mazzucchelli, 11, Comasina-Bruzzano, Milano",2 ,120.000
450 ,,"Casa indipendente in via Padova, 74, Senago",9 ,400.000
55 , con ascensore,"Bilocale in via Papa Giovanni Xxiii, 73, Senago",2 ,55.000
68 ,,"Bilocale in via Umbria, 58, Peschiera Borromeo",2 ,280.000
64 , senza ascensore,"Trilocale in via Padova, 34, Milano",3 ,175.000
60 , senza ascensore,"Bilocale in via Arcangelo Corelli, 110, Milano",2 ,145.000
70 , con ascensore,"Bilocale in via Della Repubblica, 1, Corbetta",2 ,115.000
55 ,,"Bilocale in piazza San Martino, 1, Grezzago",2 ,51.000
90 , con ascensore,"Trilocale in via privata Francesco Gonin, 7, Lorenteggio-Giambellino, Milano",3 ,240.000
115 ,,"Villa in via della pace, 34, Lainate",5 ,430.000
100 ,,"Trilocale in via Papa Giovanni XXIII, 22, Vanzago",3 ,170.000
80 , senza ascensore,"Bilocale in via Armando Diaz, 6, Cesano Boscone",2 ,165.000
70 ,,"Bilocale in via Palermo, 12, Rodano",2 ,210.000
60 , senza ascensore,"Trilocale in via privata Bassano del Grappa, 30, Brianza-Pasteur, Milano",3 ,110.000
60 , con ascensore,"Bilocale in via privata Tina di Lorenzo, 3, Quarto Oggiaro-Euromilano, Milano",2 ,170.000
110 , con ascensore,"Quadrilocale in via San Francesco, 47, Castano Primo",4 ,145.000
110 , con ascensore,"Trilocale in via roma, 80, Paderno Dugnano",3 ,240.000
56 ,,"Bilocale in via sebastiano del piombo, 23, Fiera, Milano",2 ,180.000
60 , senza ascensore,"Bilocale in largo giuseppe mazzini, 5, Centro, Rho",2 ,85.000
45 , senza ascensore,"Bilocale in via derna, 17, Paderno Dugnano",2 ,60.000
120 ,,"Quadrilocale in via Marconi, 29, Binasco",4 ,155.000
80 , con ascensore,"Bilocale in via giovanni xxiii, 18, Casarile",2 ,180.000
150 ,,"Casa indipendente in via Gian Battista Ferrari, 6, Buscate",6 ,160.000
75 , con ascensore,"Bilocale in via Madre Teresa di Calcutta, 3, Cernusco sul Naviglio",2 ,155.000
50 , con ascensore,"Monolocale in via Savona, 127, Lorenteggio-Giambellino, Milano",,250.000
90 ,,"Casa indipendente in via monsignor p. panzetti, 1411, San Colombano al Lambro",3 ,160.000
70 ,,"Bilocale in via livigno, 6, Canegrate",2 ,145.000
77 ,,"Bilocale in via Madre Teresa di Calcutta, 8, Cernusco sul Naviglio",2 ,208.000
75 , senza ascensore,"Trilocale in via privata Vincenzo Gianferrari, 9, Istria, Milano",3 ,195.000
65 , con ascensore,"Trilocale in via Ungheria, 19, Rogoredo-Santa Giulia, Milano",3 ,240.000
143 , con ascensore,"Trilocale in via Friuli, 51, Cinque Giornate-Montenero-Libia, Milano",3 ,850.000
96 , con ascensore,"Quadrilocale in via Cascina dei Prati, 23, Bovisasca, Milano",4 ,280.000
40 , senza ascensore,"Monolocale in piazza S. Vittore, 7, Centro, Rho",,70.000
40 , con ascensore,"Bilocale in via L. Settembrini, 7, Centrale, Milano",2 ,300.000
80 , senza ascensore,"Trilocale in via Tintoretto, 18, Sedriano",3 ,235.000
160 ,,"Villetta a schiera in via Albarella, 12, Settimo Milanese",5 ,450.000
75 , senza ascensore,"Bilocale in via Santa Maria Mazzarello, 2, Crocetta-Parco Nord, Cinisello Balsamo",2 ,160.000
95 ,,"Trilocale in via il Vigneto, 1, Robecchetto con Induno",3 ,169.000
125 , con ascensore,"Quadrilocale in via Abruzzi, 4, Pieve Emanuele",4 ,245.000
150 ,,"Trilocale in via Guglielmo Marconi, 3, Basiano",3 ,235.000
45 , con ascensore,"Bilocale in via Carnia, 11, Udine, Milano",2 ,200.000
123 ,,"Appartamento su due piani in via Caduti di Nassiriya, 2, Peschiera Borromeo",3 ,350.000
25 , senza ascensore,"Monolocale in via Milano, 14, Bussero",,95.000
90 , senza ascensore,"Trilocale in via Della Capra, 12, San Colombano al Lambro",3 ,95.000
140 , senza ascensore,"Appartamento in via Desio, 12, Bollate",5 ,270.000
110 , con ascensore,"Trilocale in via Gabriele d'Annunzio, 8, Turbigo",3 ,120.000
80 ,,"Trilocale in via Giacomo Matteotti, 22, Peschiera Borromeo",3 ,250.000
66 , con ascensore,"Bilocale in via Carlo Villa, 23, Campo dei Fiori, Cinisello Balsamo",2 ,133.000
45 , senza ascensore,"Bilocale in via XXV Aprile, 103, Peschiera Borromeo",2 ,130.000
65 , con ascensore,"Monolocale in piazzale Martesana, 8, Precotto, Milano",,185.000
130 , con ascensore,"Appartamento in via Salvador Allende, 1, Arluno",5 ,280.000
180 , con ascensore,"Appartamento in via Ausonio, 26, Navigli-Porta Genova, Milano",6 ,1.330.000
200 ,,"Appartamento in piazza Mazzini, 10, Solaro",5 ,270.000
40 ,,"Monolocale in via Giorgio Marazzani, 11, Udine, Milano",,80.000
63 , con ascensore,"Appartamento su due piani in via Benozzo Gozzoli, 160, Bisceglie, Milano",2 ,110.000
90 ,,"Trilocale in via Romagna, 41, Romagna, Milano",3 ,260.000
1.000 ,,"Casa indipendente in via San Giovanni Bosco, 43, San Carlo-San Paolo-Stellanda, Rho",5 ,1.000.000
130 , senza ascensore,"Appartamento su due piani in via Della Repubblica, 13, Novate Milanese",3 ,330.000
60 , senza ascensore,"Bilocale in via San Pietro, 28, Paderno Dugnano",2 ,100.000
75 , senza ascensore,"Bilocale in via Luigi Cadorna, 74, Cormano",2 ,185.000
55 , senza ascensore,"Monolocale in via Monte Bianco, 17, Rozzano",,110.000
90 , con ascensore,"Trilocale in via Milano, 125, Garbagnate Milanese",3 ,114.000
141 ,,"Appartamento su due piani in via Don Miglietti, 31, Trezzano Rosa",6 ,229.000
100 , senza ascensore,"Bilocale in via Dante Alighieri, 5, Turbigo",2 ,100.000
150 , con ascensore,"Trilocale in via giotto, 10, Basiglio",3 ,290.000
96 ,,"Trilocale in piazza papa giovanni paolo ii, 12, Rozzano",3 ,230.000
60 , con ascensore,"Bilocale in via Piranesi, 21, Argonne-Corsica, Milano",2 ,195.000
200 , con ascensore,"Appartamento in via Fratelli Cervi, 16, Mediglia",6 ,365.000
90 ,,"Trilocale in via Piave, 46, Cesate",3 ,170.000
160 , senza ascensore,"Quadrilocale in via Carlo Porta, 55, Legnarello-Frati-Olmina, Legnano",4 ,160.000
180 , con ascensore,"Appartamento su due piani in via del Parco, 8, Assago",7 ,800.000
130 ,,"Casa indipendente in vico Ticino, 11, San Martino-San Domenico, Legnano",4 ,180.000
40 ,,"Casa di paese in via cesare battisti, 69, Carugate",,72.000
60 , con ascensore,"Monolocale in via Fabio Filzi, 47, Centrale, Milano",,275.000
47 , senza ascensore,"Bilocale in via acquati, 21, Cormano",2 ,120.000
55 , con ascensore,"Bilocale in via Mantova, 22, Dei Parchi-Cascina Gatti-Parpagliona, Sesto San Giovanni",2 ,140.000
70 , con ascensore,"Bilocale in piazza italia, 19, Bresso",2 ,140.000
100 ,,"Trilocale in via Vittorio Emanuele, 50, Colturano",3 ,165.000
50 , con ascensore,"Bilocale in via Aquileia, 12, Baranzate",2 ,65.000
175 , con ascensore,"Appartamento in strada Golfo Prima, 20, Area Novegro-San Felice, Segrate",6 ,565.000
100 , con ascensore,"Quadrilocale in via Stefano Canzio, 21, Abbiategrasso",4 ,200.000
800 ,,"Proprietà rustica in via Marconi, s.n.c, Pregnana Milanese",5 ,290.000
80 ,,"Trilocale in via Fiume, 23, Sedriano",3 ,130.000
180 ,,"Villetta a schiera in via privata Faravelli, 5, San Magno-Sant'Ambrogio, Legnano",4 ,240.000
108 ,,"Trilocale in via alberto da giussano, 18, Dairago",3 ,185.000
68 , con ascensore,"Bilocale in via domenico trentacoste, 32, Lambrate, Milano",2 ,155.000
55 , con ascensore,"Bilocale in via genova, 107, La Flora-Parco Alto Milanese, Legnano",2 ,95.000
60 , con ascensore,"Bilocale in via emilio gola, 44, Navigli-Porta Genova, Milano",2 ,295.000
170 ,,"Villetta a schiera in via Giacomo Matteotti, 5, Truccazzano",5 ,235.000
70 ,,"Bilocale in via monzese, 50, Villaggio Ambrosiano, Segrate",2 ,155.000
100 ,,"Trilocale in via don primo mazzolari, 2, Locate Triulzi",3 ,117.000
140 ,,"Villetta a schiera in via Bernardino Luini, 420, Rondinella-Baraggia-Restellone, Sesto San Giovanni",4 ,270.000
70 ,,"Bilocale in via antonio vivaldi, 7, Vignate",2 ,220.000
65 , con ascensore,"Bilocale in via Giambellino, 141, Lorenteggio-Giambellino, Milano",2 ,110.000
110 , con ascensore,"Trilocale in via rossini, s.n.c, Trezzano sul Naviglio",3 ,245.000
101 , con ascensore,"Trilocale in via lampugnano, 151, Trenno, Milano",3 ,229.000
53 ,,"Bilocale in via Giovanni Paisiello, 3, Romagna, Milano",2 ,214.000
60 , con ascensore,"Bilocale in via Giuseppe Monti, 6, Olmi-Muggiano, Milano",2 ,165.000
60 ,,"Appartamento su due piani in via novegro, 3, Area Novegro-San Felice, Segrate",2 ,85.000
90 , senza ascensore,"Trilocale in via Fermi, 7, Liscate",3 ,160.000
130 , con ascensore,"Quadrilocale in via Genova, 13, Settala",4 ,255.000
70 , con ascensore,"Trilocale in via Eugenio Villoresi, 19, Navigli-Porta Genova, Milano",3 ,225.000
68 , con ascensore,"Quadrilocale in via Lucania, 29, Brenta, Milano",4 ,220.000
85 , senza ascensore,"Trilocale in via Friuli, 22, Mazzo-Terrazzano-Pantanedo, Rho",3 ,200.000
80 ,,"Bilocale in via Don Gaetano Barbanti, 36, Parabiago",2 ,125.000
65 , con ascensore,"Bilocale in via Giuseppe Verdi, 30, Balsamo, Cinisello Balsamo",2 ,125.000
420 ,,"Casale/cascina in Cascina Doria, 2, Vernate",9 ,520.000
35 ,,"Monolocale in vicolo Lauro, 1, Santo Stefano Ticino",,50.000
45 , senza ascensore,"Bilocale in via Roma, 54, Gaggiano",2 ,115.000
100 , con ascensore,"Appartamento su due piani in via Michelangelo Buonarroti, 26, Cernusco sul Naviglio",3 ,265.000
80 , con ascensore,"Bilocale in Primo Maggio, 5, Mediglia",2 ,100.000
33 , senza ascensore,"Monolocale in via rubens, 9, Bande Nere, Milano",,79.000
38 ,,"Bilocale in via camillo prampolini, 8, Dergano, Milano",2 ,125.000
95 ,,"Trilocale in via Trieste, 21, Santo Stefano Ticino",3 ,229.000
180 ,,"Casa indipendente in via Goffredo Mameli, 8, Vittuone",5 ,480.000
65 , senza ascensore,"Monolocale in via Conti Anguissola, 5, Truccazzano",,100.000
140 ,,"Appartamento su due piani in via Delle Cave, 14, Nerviano",5 ,200.000
115 , con ascensore,"Attico in via giacomo matteotti, 14, Ozzero",4 ,190.000
85 ,,"Bilocale in via matteo maria boiardo, 22, Gorla, Milano",2 ,250.000
70 , con ascensore,"Bilocale in via san martino, 63, Lucernate-Ghisolfa, Rho",2 ,115.000
120 , con ascensore,"Appartamento in via paolo mezzanotte, 4, Val di Sole-Fatima, Milano",7 ,250.000
78 ,,"Trilocale in via nilde iotti, 1, Pregnana Milanese",3 ,175.000
55 ,,"Bilocale in via rugacesio, 3, Pioltello",2 ,139.000
85 , senza ascensore,"Trilocale in via gela, 3, San Donato Milanese",3 ,180.000
85 , senza ascensore,"Trilocale in via eligio brigatti, 12, Baggio, Milano",3 ,160.000
200 ,,"Villetta a schiera in via palmiro togliatti, 11, Zibido San Giacomo",5 ,260.000
570 ,,"Casa indipendente in via branda castiglioni, 6, Varesina-Testori, Milano",3 ,800.000
115 , con ascensore,"Quadrilocale in via torino, 63, La Flora-Parco Alto Milanese, Legnano",4 ,180.000
170 , con ascensore,"Appartamento in via francesco cilea, 106, Gallaratese, Milano",5 ,580.000
50 ,,"Appartamento su due piani in via privata iglesias, 1, Gorla, Milano",2 ,130.000
90 , senza ascensore,"Trilocale in via privata tanaro, 20, Gorla, Milano",3 ,175.000
129 , con ascensore,"Quadrilocale in corso indipendenza, 12, Indipendenza-Regina Giovanna, Milano",4 ,690.000
135 ,,"Casa indipendente in via lanzani, 18, San Colombano al Lambro",4 ,180.000
144 ,,"Casa indipendente in via ticino, 40, Nerviano",5 ,197.000
70 ,,"Trilocale in via giuseppe garibaldi, 12, Cerro Maggiore",3 ,125.000
110 , senza ascensore,"Trilocale in via san faustino, 61, Lambrate, Milano",3 ,168.000
70 , senza ascensore,"Bilocale in via giosuè carducci, 46, Rondò-Torretta, Sesto San Giovanni",2 ,135.000
360 ,,"Villetta a schiera in località Palazzolo Milanese, 2, Paderno Dugnano",9 ,480.000
110 ,,"Quadrilocale in via Valleambrosia, 61, Rozzano",4 ,180.000
48 ,,"Bilocale in via Cristoforo Colombo, 61, Magnago",2 ,115.000
100 , senza ascensore,"Trilocale in via Moro, 4, Truccazzano",3 ,190.000
100 , con ascensore,"Quadrilocale in via Carlo Imbonati, 7, Dergano, Milano",4 ,340.000
70 ,,"Bilocale in via Don Luigi de Lilla, 4, San Pietro-Pace, Rho",2 ,220.000
59 , con ascensore,"Bilocale in via Giuseppe Verdi, s.n.c, Opera",2 ,80.000
60 ,,"Monolocale in via Ugo Ojetti, 5, Gallaratese, Milano",,140.000
110 ,,"Casa indipendente in via Giuseppe Verdi, 2, Cassina de' Pecchi",3 ,285.000
330 ,,"Villetta bifamiliare in via Trieste, 18, Villa Cortese",5 ,350.000
100 , con ascensore,"Trilocale in via Vismara, 25, Arese",3 ,295.000
30 , con ascensore,"Monolocale in via Ambrogio Binda, 33, Naviglio Grande-Barona, Milano",,90.000
85 , con ascensore,"Trilocale in via Bambini e Bambine di Beslan, 14, San Giuliano Milanese",3 ,180.000
110 , senza ascensore,"Trilocale in via Frati, 7, Cassano d'Adda",3 ,490.000
90 ,,"Monolocale in via Michele Pericle Negrotto, 31, Quarto Oggiaro-Euromilano, Milano",,270.000
100 ,,"Trilocale in via Leonardo Da Vinci, 30, Cornaredo",3 ,195.000
36 , senza ascensore,"Monolocale in via Pietro Crespi, 14, Brianza-Pasteur, Milano",,110.000
65 , senza ascensore,"Trilocale in via Oberdan, s.n.c, Cambiago",3 ,100.000
50 , con ascensore,"Monolocale in via Martiri Oscuri, 14, Brianza-Pasteur, Milano",,129.000
99 , con ascensore,"Trilocale in via Giacomo Matteotti, 32, Arese",3 ,199.000
40 , con ascensore,"Monolocale in via Vodice, 15, Morgantini, Milano",,160.000
70 , con ascensore,"Trilocale in via del Futurismo, 23, Rogoredo-Santa Giulia, Milano",3 ,320.000
73 ,,"Proprietà rustica in Cascina Canepa, 1, Pessano con Bornago",2 ,80.000
80 , senza ascensore,"Bilocale in via Antonio Grumello, 5, San Vittore-Washington, Milano",2 ,495.000
90 , con ascensore,"Trilocale in via Broni, 8, Val di Sole-Fatima, Milano",3 ,400.000
85 , con ascensore,"Trilocale in via Delle Forze Armate, 363, Baggio, Milano",3 ,140.000
60 ,,"Bilocale in via Oristano, 10, Gorla, Milano",2 ,135.000
82 , con ascensore,"Bilocale in via Achille Grandi, 65, Pieve Emanuele",2 ,180.000
35 , senza ascensore,"Monolocale in via Nicola Antonio Porpora, 161, Teodosio-Porpora, Milano",,75.000
50 , senza ascensore,"Monolocale in via Filippo Sassetti, 17, Garibaldi-Isola, Milano",,250.000
100 , senza ascensore,"Bilocale in via Gabrio Casati, 8, Cassano d'Adda",2 ,129.000
90 , con ascensore,"Appartamento su due piani in via Bozzente, 5, San Carlo-San Paolo-Stellanda, Rho",3 ,165.000
80 , con ascensore,"Bilocale in via Cristoforo Colombo, 25, Pozzo d'Adda",2 ,170.000
90 , con ascensore,"Trilocale in via Antonio Ceriani, 19, Baggio, Milano",3 ,280.000
85 , senza ascensore,"Trilocale in via cavalieri di vittorio veneto, 3, Dairago",3 ,163.000
60 , con ascensore,"Bilocale in via michele lessona, 5, Quarto Oggiaro-Euromilano, Milano",2 ,158.000
50 , con ascensore,"Bilocale in via alessandro volta, 24, Bareggio",2 ,120.000
55 ,,"Bilocale in via della chiesa rossa, 89, Chiesa Rossa, Milano",2 ,155.000
92 , con ascensore,"Trilocale in via Concilio Vaticano II, 8, Quarto Oggiaro-Euromilano, Milano",3 ,240.000
50 ,,"Bilocale in viale Famagosta, 19, Naviglio Grande-Barona, Milano",2 ,130.000
98 , senza ascensore,"Trilocale in via Papa Giovanni XXIII, 17, Cormano",3 ,240.000
600 ,,"Villa in via G. Saragat, 18, Pogliano Milanese",8 ,500.000
50 ,,"Bilocale in via Alfonso Capecelatro, 55, San Siro, Milano",2 ,125.000
68 , senza ascensore,"Bilocale in via Giotto, 3, Masate",2 ,140.000
83 , senza ascensore,"Trilocale in piazza Don Carlo Bianchi, 5, Cerro Maggiore",3 ,190.000
100 ,,"Quadrilocale in via Antonio Gramsci, 91, Cormano",4 ,215.000
81 , con ascensore,"Trilocale in via Val di Bondo, 9, Comasina-Bruzzano, Milano",3 ,170.000
50 , con ascensore,"Bilocale in via Freikofel, 19, Rogoredo-Santa Giulia, Milano",2 ,94.000
70 , con ascensore,"Bilocale in via Mar Nero, 3, Bisceglie, Milano",2 ,150.000
204 , con ascensore,"Appartamento in via Tajani, 3, Città Studi, Milano",6 ,400.000
90 , con ascensore,"Attico in via San Bernardo, 73, Bollate",3 ,254.000
80 , con ascensore,"Bilocale in via San Bernardo, 73, Bollate",2 ,192.000
110 , con ascensore,"Quadrilocale in via Lombardia, 56, Buccinasco",4 ,250.000
35 , senza ascensore,"Bilocale in viale Ca' Granda, 33, Cà Granda, Milano",2 ,95.000
450 ,,"Villa in via Concordia, 56, Paderno Dugnano",9 ,670.000
300 ,,"Villa in via Roma, 19, Cuggiono",7 ,380.000
140 , con ascensore,"Trilocale in viale Campania, 39, Indipendenza-Regina Giovanna, Milano",3 ,760.000
37 , con ascensore,"Monolocale in via Marco d'Agrate, 23, Corvetto, Milano",,110.000
150 , con ascensore,"Appartamento in via Panfilo Castaldi, 38, Palestro, Milano",6 ,700.000
47 , senza ascensore,"Monolocale in via Antonio Mambretti, 15, Quarto Oggiaro-Euromilano, Milano",,78.000
60 ,,"Monolocale in via Daniele Ranzoni, 23, Morgantini, Milano",,180.000
115 , con ascensore,"Bilocale in via Carlo Porta, 63, Legnarello-Frati-Olmina, Legnano",2 ,160.000
55 , con ascensore,"Bilocale in via Gen. Carlo Alberto dalla Chiesa, 20, Cassano d'Adda",2 ,125.000
78 , con ascensore,"Trilocale in via Michelangelo Buonarroti, 14, Mediglia",3 ,105.000
130 ,,"Bilocale in via Glassiate, 9, Gessate",2 ,207.000
120 ,,"Trilocale in via Valera, 31, Arese",3 ,340.000
90 ,,"Appartamento su due piani in piazza San Mauro, 2, Buscate",3 ,65.000
85 , con ascensore,"Appartamento su due piani in via Liguria, 40, Navigli-Porta Genova, Milano",,450.000
120 , con ascensore,"Quadrilocale in via Jhoan Sebastian Bach, 3, Pieve Emanuele",4 ,185.000
90 , con ascensore,"Trilocale in via Luisa Battistotti Sassi, 8, Argonne-Corsica, Milano",3 ,300.000
96 , senza ascensore,"Trilocale in via Vittorio Barzoni, 4, Corvetto, Milano",3 ,250.000
30 ,,"Monolocale in via Privata Giacomo Favretto, 5, San Vittore-Washington, Milano",,135.000
